temperature,humidity,soil_moisture,rain_detection,water_level,motor_status
23.0,85.0,51.0,1,86,0
34.0,74.0,15.0,0,31,1
36.0,68.0,62.0,0,61,0
31.0,64.0,26.0,0,32,1
24.0,46.0,35.0,0,45,0
21.0,59.0,37.0,0,34,0
38.0,74.0,56.0,0,56,0
39.0,86.0,24.0,0,44,1
25.0,45.0,68.0,0,58,0
38.0,48.0,18.0,0,32,0
35.0,49.0,63.0,0,58,0
32.0,94.0,18.0,0,49,1
34.0,57.0,30.0,0,32,0
26.0,66.0,45.0,0,62,0
23.0,55.0,22.0,0,39,1
20.0,86.0,64.0,1,76,0
21.0,74.0,58.0,0,65,0
30.0,55.0,14.0,0,35,1
23.0,51.0,20.0,0,22,0
28.0,76.0,42.0,0,43,0
26.0,89.0,57.0,1,89,0
21.0,41.0,24.0,0,42,1
26.0,88.0,12.0,1,89,0
27.0,65.0,15.0,0,35,0
37.0,90.0,27.0,0,32,1
37.0,43.0,17.0,0,43,1
21.0,56.0,46.0,0,74,0
32.0,51.0,17.0,0,34,0
24.0,94.0,12.0,1,92,0
22.0,89.0,52.0,1,84,0
26.0,54.0,32.0,0,33,1
35.0,76.0,12.0,0,46,1
25.0,86.0,39.0,1,81,0
30.0,92.0,34.0,1,99,0
30.0,87.0,42.0,1,88,0
21.0,89.0,21.0,1,88,0
26.0,64.0,14.0,0,24,0
25.0,81.0,61.0,1,98,0
34.0,92.0,63.0,0,69,0
26.0,59.0,17.0,0,29,0
33.0,49.0,21.0,0,25,0
29.0,59.0,19.0,0,29,0
31.0,65.0,53.0,0,50,0
30.0,54.0,47.0,0,64,0
28.0,43.0,16.0,0,42,1
20.0,53.0,25.0,0,30,0
22.0,66.0,34.0,0,37,0
29.0,62.0,24.0,0,49,1
21.0,49.0,44.0,0,30,0
33.0,54.0,62.0,0,56,0
24.0,87.0,18.0,1,94,0
21.0,71.0,12.0,0,22,0
31.0,92.0,19.0,0,42,1
23.0,55.0,49.0,0,65,0
30.0,86.0,56.0,1,90,0
23.0,50.0,30.0,0,49,0
27.0,65.0,64.0,0,72,0
37.0,91.0,45.0,0,50,0
32.0,61.0,28.0,0,21,0
29.0,92.0,65.0,1,76,0
31.0,84.0,28.0,0,50,0
32.0,94.0,44.0,0,34,0
31.0,57.0,25.0,0,31,1
36.0,68.0,62.0,0,61,0
39.0,68.0,33.0,0,37,0
35.0,46.0,36.0,0,33,0
31.0,68.0,68.0,0,79,0
24.0,90.0,61.0,1,78,0
22.0,80.0,33.0,1,91,0
20.0,85.0,14.0,1,80,0
25.0,41.0,15.0,0,33,1
20.0,86.0,43.0,1,99,0
22.0,46.0,59.0,0,63,0
33.0,63.0,20.0,0,45,1
35.0,57.0,16.0,0,32,1
31.0,72.0,65.0,0,56,0
25.0,51.0,28.0,0,29,0
26.0,88.0,25.0,1,86,0
26.0,53.0,24.0,0,40,1
39.0,40.0,22.0,0,20,0
23.0,88.0,68.0,1,78,0
22.0,83.0,47.0,1,95,0
35.0,64.0,63.0,0,77,0
24.0,68.0,56.0,0,53,0
31.0,86.0,49.0,0,56,0
33.39,66.71,35.35,0,47,0
28.0,45.0,34.0,0,32,0
32.0,48.0,39.0,0,39,0
30.0,78.0,58.0,0,62,0
33.0,78.0,36.0,0,34,0
34.0,71.0,61.0,0,64,0
37.0,52.0,52.0,0,63,0
23.0,58.0,29.0,0,20,0
37.0,89.0,62.0,0,50,0
23.0,46.0,55.0,0,54,0
30.85,79.58,42.85,0,30,0
31.0,74.0,22.0,0,34,0
21.0,79.0,15.0,1,91,0
21.0,92.0,31.0,1,92,0
29.0,80.0,64.0,1,73,0
20.0,77.0,54.0,0,63,0
38.0,46.0,14.0,0,40,1
36.0,80.0,21.0,0,20,0
29.0,80.0,42.0,0,54,0
39.0,44.0,32.0,0,28,1
30.15,62.94,29.71,0,20,0
23.0,68.0,64.0,0,54,0
21.0,50.0,59.0,0,78,0
35.0,94.0,50.0,0,71,0
38.0,74.0,70.0,0,78,0
26.0,41.0,47.0,0,56,0
20.0,83.0,68.0,0,60,0
28.0,84.0,35.0,1,84,0
35.0,42.0,51.0,0,73,0
29.0,69.0,28.0,0,36,1
37.0,93.0,51.0,0,54,0
29.66,57.14,43.43,0,39,0
32.2,74.77,14.8,0,46,1
20.0,68.0,61.0,0,79,0
22.0,42.0,27.0,0,44,1
25.0,54.0,12.0,0,50,1
21.0,72.0,42.0,0,32,0
27.0,83.0,43.0,1,96,0
28.0,74.0,60.0,0,69,0
28.0,82.0,30.0,0,40,1
33.0,44.0,59.0,0,60,0
21.0,48.0,65.0,0,68,0
22.0,91.0,47.0,1,85,0
32.0,52.0,58.0,0,72,0
33.0,64.0,60.0,0,55,0
25.0,75.0,33.0,0,31,0
30.0,61.0,13.0,0,36,1
32.0,43.0,23.0,0,29,0
31.0,87.0,39.0,0,52,0
37.0,62.0,40.0,0,23,0
25.0,93.0,52.0,1,92,0
29.0,79.0,47.0,0,66,0
29.0,48.0,32.0,0,34,0
22.0,66.0,36.0,0,27,0
30.0,91.0,41.0,1,76,0
28.0,74.0,47.0,0,73,0
32.0,93.0,36.0,0,44,0
32.0,90.0,63.0,0,57,0
39.0,45.0,17.0,0,53,1
31.0,46.0,68.0,0,72,0
32.0,56.0,59.0,0,57,0
29.0,48.0,24.0,0,44,1
38.0,81.0,14.0,1,81,0
22.0,55.0,24.0,0,30,0
26.0,86.0,48.0,1,98,0
31.0,60.0,39.0,0,46,0
21.0,90.0,64.0,1,77,0
20.0,83.0,44.0,1,80,0
32.0,52.0,19.0,0,21,0
29.0,95.0,16.0,1,82,0
25.0,49.0,25.0,0,30,0
39.0,77.0,50.0,0,64,0
40.0,50.0,14.0,0,46,1
33.0,70.0,59.0,0,78,0
26.0,78.0,22.0,0,31,0
27.0,47.0,59.0,0,77,0
24.0,41.0,64.0,0,75,0
30.0,70.0,15.0,0,30,0
20.0,74.0,41.0,0,23,0
39.0,82.0,52.0,0,56,0
34.0,88.0,20.0,0,40,1
24.0,61.0,25.0,0,28,0
27.0,54.0,61.0,0,53,0
22.0,85.0,64.0,1,85,0
33.0,85.0,26.0,0,21,0
20.0,43.0,42.0,0,33,0
30.0,62.0,42.0,0,30,0
33.0,43.0,57.0,0,70,0
26.0,69.0,68.0,0,57,0
27.0,81.0,43.0,1,78,0
24.0,58.0,48.0,0,63,0
35.0,60.0,59.0,0,57,0
22.0,94.0,23.0,1,91,0
21.0,80.0,58.0,1,96,0
22.0,78.0,24.0,0,40,1
35.0,46.0,26.0,0,42,1
40.0,52.0,46.0,0,64,0
22.0,66.0,25.0,0,34,0
21.0,94.0,56.0,1,93,0
21.0,52.0,52.0,0,60,0
38.0,42.0,55.0,0,56,0
24.0,83.0,22.0,1,88,0
38.0,50.0,37.0,0,43,0
33.0,76.0,65.0,0,58,0
26.0,48.0,62.0,0,67,0
26.0,58.0,31.0,0,44,0
22.0,62.0,64.0,0,61,0
23.0,70.0,58.0,0,66,0
23.0,84.0,29.0,0,26,0
23.0,70.0,58.0,0,66,0
25.0,42.0,49.0,0,79,0
35.0,44.0,62.0,0,71,0
34.0,47.0,23.0,0,42,1
35.0,94.0,57.0,0,50,0
32.0,85.0,27.0,0,20,0
39.0,92.0,27.0,0,37,1
34.0,85.0,48.0,0,74,0
30.0,94.0,11.0,1,76,0
36.0,78.0,65.0,1,83,0
22.0,41.0,24.0,0,28,0
36.0,55.0,32.0,0,50,1
32.0,75.0,58.0,0,68,0
29.0,78.0,67.0,0,64,0
20.0,90.0,15.0,1,87,0
40.0,80.0,47.0,0,76,0
29.0,47.0,33.0,0,35,0
26.0,47.0,28.0,0,41,1
34.0,64.0,18.0,0,23,0
28.0,47.0,58.0,0,72,0
35.0,93.0,47.0,0,52,0
38.0,79.0,11.0,0,46,1
36.0,79.0,43.0,0,25,0
37.0,82.0,45.0,0,65,0
40.0,50.0,69.0,0,54,0
38.0,82.0,44.0,0,24,0
25.0,40.0,48.0,0,50,0
28.0,95.0,65.0,1,75,0
22.0,88.0,28.0,1,97,0
30.0,40.0,60.0,0,70,0
29.3,75.72,19.96,0,37,1
23.0,41.0,20.0,0,26,0
39.0,88.0,51.0,0,70,0
37.0,77.0,54.0,0,75,0
35.0,85.0,35.0,0,35,0
28.0,50.0,33.0,0,25,0
39.0,94.0,37.0,0,35,0
29.0,58.0,55.0,0,51,0
28.0,49.0,69.0,0,51,0
38.0,71.0,39.0,0,48,0
23.0,84.0,25.0,1,85,0
22.0,80.0,54.0,1,87,0
23.0,85.0,22.0,1,70,0
25.0,83.0,17.0,1,76,0
22.0,57.0,20.0,0,39,1
28.0,49.0,57.0,0,59,0
26.0,90.0,17.0,1,84,0
39.0,86.0,62.0,0,62,0
32.0,70.0,49.0,0,66,0
21.0,94.0,38.0,1,75,0
33.0,45.0,59.0,0,54,0
31.0,79.0,63.0,1,80,0
23.0,68.0,66.0,0,50,0
34.0,78.0,37.0,0,41,0
29.0,46.0,11.0,0,43,1
24.0,41.0,31.0,0,35,0
25.0,83.0,68.0,1,98,0
24.0,69.0,66.0,0,59,0
35.0,77.0,16.0,0,31,1
24.0,70.0,32.0,0,44,0
21.0,52.0,69.0,0,53,0
36.0,46.0,34.0,0,32,0
29.0,80.0,45.0,1,98,0
35.0,48.0,22.0,0,47,1
20.0,94.0,59.0,1,74,0
28.0,65.0,66.0,0,64,0
22.0,44.0,18.0,0,48,1
33.0,87.0,40.0,0,36,0
35.0,51.0,26.0,0,35,0
21.0,94.0,17.0,1,87,0
37.0,66.0,43.0,0,46,0
24.0,46.0,55.0,0,52,0
37.0,43.0,10.0,0,37,1
29.0,71.0,52.0,0,70,0
22.0,86.0,31.0,1,97,0
25.0,45.0,31.0,0,44,0
29.0,47.0,39.0,0,51,0
20.0,88.0,38.0,1,80,0
30.0,64.0,43.0,0,24,0
35.0,51.0,45.0,0,50,0
40.0,66.0,55.0,0,55,0
29.0,84.0,10.0,1,83,0
38.0,59.0,66.0,0,67,0
24.0,88.0,35.0,1,74,0
35.0,80.0,60.0,0,61,0
23.0,65.0,60.0,0,61,0
37.0,65.0,53.0,0,51,0
36.0,86.0,45.0,0,55,0
31.0,42.0,51.0,0,76,0
29.0,43.0,63.0,0,78,0
39.0,68.0,37.0,0,27,0
24.0,44.0,60.0,0,70,0
34.0,86.0,60.0,0,61,0
33.0,76.0,30.0,0,33,0
39.0,85.0,65.0,0,73,0
34.0,65.0,39.0,0,44,0
33.0,43.0,62.0,0,69,0
20.0,88.0,21.0,1,99,0
40.0,43.0,12.0,0,49,1
23.0,58.0,35.0,0,22,0
37.0,79.0,44.0,0,28,0
37.0,91.0,21.0,0,32,1
32.0,48.0,39.0,0,39,0
31.0,78.0,24.0,1,78,0
29.0,94.0,54.0,1,87,0
27.0,64.0,55.0,0,53,0
38.0,56.0,14.0,0,44,1
36.0,71.0,18.0,0,39,1
36.0,76.0,21.0,0,25,0
32.0,70.0,50.0,0,76,0
20.0,70.0,53.0,0,65,0
36.0,49.0,37.0,0,44,0
37.0,51.0,10.0,0,24,0
20.0,67.0,15.0,0,30,0
24.0,54.0,68.0,0,65,0
39.0,62.0,24.0,0,45,1
27.15,41.74,43.35,0,37,0
36.0,76.0,53.0,0,50,0
27.0,68.0,32.0,0,50,1
26.0,74.0,57.0,0,67,0
36.0,74.0,22.0,0,34,0
30.0,59.0,38.0,0,53,0
28.0,67.0,44.0,0,29,0
33.0,45.0,60.0,0,73,0
31.0,62.0,21.0,0,32,1
27.53,88.71,42.31,1,88,0
20.0,89.0,45.0,1,74,0
37.0,42.0,16.0,0,30,0
39.0,57.0,19.0,0,44,1
34.0,65.0,63.0,0,59,0
29.0,86.0,40.0,1,82,0
25.99,42.73,13.36,0,20,0
39.0,88.0,34.0,0,27,0
35.0,71.0,65.0,0,68,0
21.0,71.0,35.0,0,25,0
25.0,87.0,27.0,1,86,0
30.0,52.0,21.0,0,28,0
34.0,86.0,60.0,0,61,0
40.0,54.0,31.0,0,47,0
36.0,65.0,36.0,0,23,0
32.0,56.0,47.0,0,66,0
29.0,93.0,70.0,1,81,0
38.0,89.0,56.0,0,51,0
26.0,55.0,46.0,0,78,0
35.0,53.0,18.0,0,26,0
29.0,83.0,19.0,1,93,0
39.0,61.0,56.0,0,69,0
28.0,80.0,57.0,1,80,0
25.0,83.0,17.0,1,93,0
39.0,64.0,15.0,0,23,0
24.0,80.0,54.0,0,65,0
25.0,52.0,65.0,0,78,0
39.0,47.0,52.0,0,65,0
22.0,58.0,37.0,0,22,0
36.0,65.0,55.0,0,65,0
26.0,44.0,52.0,0,62,0
26.0,60.0,27.0,0,22,0
28.0,79.0,11.0,1,81,0
36.0,72.0,19.0,0,31,0
35.0,60.0,48.0,0,53,0
36.0,74.0,10.0,0,48,1
35.0,94.0,52.0,0,70,0
29.0,55.0,46.0,0,64,0
37.0,81.0,47.0,0,62,0
23.37,59.45,44.64,0,46,0
25.0,88.0,66.0,1,74,0
39.0,72.0,10.0,0,53,1
22.0,90.0,60.0,1,98,0
22.0,75.0,52.0,0,64,0
34.0,74.0,28.0,0,27,1
21.0,71.0,35.0,0,25,0
25.0,41.0,30.0,0,54,1
39.0,59.0,65.0,0,63,0
38.0,81.0,12.0,0,46,1
25.0,58.0,66.0,0,54,0
34.0,54.0,46.0,0,65,0
26.0,45.0,55.0,0,78,0
24.0,67.0,19.0,0,26,0
35.0,68.0,45.0,0,55,0
34.0,74.0,64.0,0,57,0
28.0,82.0,45.0,0,71,0
29.0,93.0,38.0,1,80,0
38.0,82.0,50.0,0,70,0
31.0,65.0,55.0,0,51,0
33.0,50.0,35.0,0,46,0
23.0,80.0,46.0,1,88,0
24.0,44.0,48.0,0,79,0
36.0,62.0,33.0,0,37,0
30.0,56.0,64.0,0,68,0
30.0,93.0,33.0,1,73,0
20.0,48.0,69.0,0,76,0
30.0,85.0,64.0,1,90,0
21.0,78.0,19.0,0,41,1
24.0,76.0,24.0,0,48,1
30.0,51.0,22.0,0,23,0
34.0,83.0,26.0,1,89,0
33.0,91.0,12.0,0,54,1
22.0,80.0,54.0,0,53,0
26.0,45.0,63.0,0,72,0
33.43,47.64,39.89,0,22,0
32.0,71.0,37.0,0,40,0
32.0,70.0,30.0,0,45,0
30.0,78.0,13.0,0,38,1
23.0,69.0,22.0,0,40,1
29.0,51.0,23.0,0,35,1
35.0,77.0,26.0,0,29,0
35.0,70.0,34.0,0,35,0
33.0,50.0,62.0,0,52,0
39.0,67.0,34.0,0,30,0
36.0,89.0,40.0,0,53,0
27.0,46.0,48.0,0,55,0
27.0,47.0,14.0,0,28,0
20.0,46.0,12.0,0,33,0
36.0,49.0,36.0,0,34,0
29.0,47.0,21.0,0,22,0
37.0,86.0,21.0,0,28,0
37.0,89.0,11.0,0,34,1
39.0,68.0,37.0,0,27,0
36.0,82.0,45.0,1,94,0
28.0,94.0,14.0,1,96,0
35.0,71.0,54.0,0,54,0
23.0,81.0,46.0,0,79,0
31.0,48.0,46.0,0,59,0
35.0,64.0,49.0,0,62,0
27.0,78.0,17.0,0,53,1
22.0,81.0,43.0,0,32,0
39.0,84.0,38.0,0,22,0
26.0,76.0,59.0,0,51,0
24.0,85.0,47.0,1,84,0
22.37,44.68,18.11,0,20,0
36.0,56.0,12.0,0,50,1
40.0,95.0,21.0,0,51,1
33.0,71.0,65.0,0,63,0
37.0,57.0,61.0,0,58,0
35.0,85.0,48.0,0,70,0
20.4,46.86,33.16,0,38,0
36.0,83.0,41.0,0,29,0
24.0,64.0,57.0,0,71,0
28.0,49.0,31.0,0,25,0
27.0,47.0,14.0,0,47,1
28.0,78.0,13.0,0,38,1
21.0,53.0,13.0,0,36,1
36.0,91.0,15.0,0,38,1
22.34,68.41,24.38,0,36,1
39.0,75.0,17.0,0,41,1
37.0,77.0,33.0,0,29,0
39.0,89.0,20.0,0,34,1
39.0,74.0,60.0,0,67,0
39.0,53.0,45.0,0,54,0
38.0,77.0,48.0,0,50,0
33.0,91.0,41.0,0,25,0
36.0,78.0,33.0,0,22,0
25.11,74.23,38.53,0,43,0
21.0,55.0,47.0,0,63,0
35.0,60.0,54.0,0,72,0
39.0,79.0,17.0,1,82,0
20.0,93.0,48.0,1,88,0
26.0,93.0,35.0,1,77,0
21.0,78.0,19.0,0,39,1
33.0,50.0,43.0,0,26,0
32.0,86.0,12.0,0,43,1
28.0,88.0,67.0,1,72,0
32.0,72.0,66.0,0,72,0
37.0,85.0,28.0,0,47,0
37.0,93.0,56.0,0,55,0
25.0,93.0,53.0,1,91,0
28.0,78.0,24.0,0,42,1
28.0,57.0,60.0,0,61,0
20.48,63.33,25.14,0,26,0
35.0,40.0,36.0,0,35,0
29.0,89.0,32.0,1,76,0
20.0,64.0,41.0,0,46,0
32.0,65.0,47.0,0,61,0
22.0,59.0,15.0,0,46,1
29.0,75.0,59.0,0,62,0
20.0,80.0,19.0,1,92,0
38.0,75.0,43.0,0,28,0
27.0,59.0,38.0,0,41,0
34.0,55.0,52.0,0,73,0
26.0,93.0,64.0,1,88,0
38.0,87.0,17.0,0,32,0
28.0,45.0,64.0,0,51,0
33.0,75.0,54.0,0,57,0
26.0,72.0,35.0,0,39,0
37.0,67.0,60.0,0,73,0
30.0,67.0,51.0,0,52,0
28.0,41.0,24.0,0,37,1
34.0,77.0,17.0,0,24,0
36.0,66.0,34.0,0,35,0
32.0,63.0,39.0,0,21,0
29.0,47.0,33.0,0,47,0
30.0,94.0,48.0,1,96,0
32.0,79.0,50.0,0,60,0
21.0,55.0,54.0,0,56,0
28.0,47.0,21.0,0,53,1
25.0,43.0,33.0,0,50,0
34.0,58.0,31.0,0,21,0
36.0,74.0,46.0,0,68,0
21.0,77.0,32.0,0,44,0
20.0,69.0,21.0,0,31,0
33.0,78.0,62.0,0,73,0
28.0,86.0,33.0,1,77,0
24.0,72.0,58.0,0,51,0
23.0,72.0,40.0,0,40,0
22.0,56.0,70.0,0,67,0
20.0,68.0,54.0,0,66,0
28.0,83.0,57.0,0,57,0
21.0,62.0,50.0,0,71,0
36.0,75.0,32.0,0,35,0
38.0,62.0,68.0,0,71,0
27.0,92.0,31.0,1,92,1
40.0,87.0,14.0,0,45,1
26.0,72.0,32.0,0,40,0
32.0,86.0,29.0,0,38,0
24.0,90.0,31.0,1,77,0
32.0,48.0,42.0,0,33,0
27.0,52.0,13.0,0,33,1
33.0,84.0,12.0,0,46,1
20.0,49.0,40.0,0,34,0
23.0,74.0,26.0,0,47,1
26.0,67.0,15.0,0,35,1
38.0,63.0,35.0,0,32,0
20.0,55.0,48.0,0,71,0
27.0,54.0,30.0,0,34,0
22.0,80.0,68.0,1,83,0
26.0,77.0,42.0,0,31,0
35.0,67.0,30.0,0,21,0
27.0,60.0,34.0,0,28,0
29.0,74.0,61.0,0,78,0
28.0,56.0,20.0,0,51,1
23.0,52.0,67.0,0,58,0
21.26,89.84,14.89,1,90,0
30.0,86.0,51.0,1,89,0
24.0,80.0,51.0,0,61,0
33.0,91.0,45.0,0,77,0
23.0,81.0,46.0,1,90,0
24.0,75.0,63.0,0,68,0
28.0,43.0,60.0,0,73,0
31.0,94.0,55.0,0,51,0
20.0,51.0,14.0,0,43,1
20.0,73.0,38.0,0,32,0
29.0,51.0,27.0,0,42,1
40.0,41.0,38.0,0,22,0
23.0,64.0,54.0,0,59,0
28.0,94.0,12.0,1,93,0
34.0,61.0,68.0,0,55,0
23.0,91.0,26.0,1,93,0
39.0,62.0,27.0,0,37,1
32.0,41.0,11.0,0,34,0
34.44,46.31,16.05,0,34,1
25.0,82.0,40.0,1,95,0
20.0,61.0,59.0,0,64,0
34.0,55.0,52.0,0,73,0
39.0,83.0,41.0,0,37,0
22.0,74.0,10.0,0,27,0
37.0,42.0,67.0,0,50,0
32.0,72.0,26.0,0,25,0
29.0,89.0,57.0,1,74,0
35.0,69.0,54.0,0,72,0
26.0,83.0,17.0,1,84,0
33.0,43.0,13.0,0,49,1
21.0,69.0,27.0,0,38,1
24.07,77.16,41.05,0,24,0
39.0,87.0,29.0,0,21,1
26.0,56.0,43.0,0,26,0
27.0,62.0,18.0,0,53,1
40.0,84.0,38.0,0,27,0
26.0,81.0,37.0,1,77,0
32.0,51.0,10.0,0,40,1
30.0,52.0,43.0,0,44,0
39.0,44.0,29.0,0,33,1
38.0,50.0,67.0,0,72,0
29.0,41.0,11.0,0,46,1
36.0,52.0,42.0,0,53,0
38.0,91.0,67.0,0,56,0
25.0,86.0,12.0,1,80,0
36.0,42.0,37.0,0,33,0
33.0,89.0,12.0,0,41,1
30.0,55.0,13.0,0,40,1
21.0,82.0,43.0,1,79,0
39.0,64.0,63.0,0,78,0
30.0,42.0,63.0,0,59,0
24.0,61.0,64.0,0,60,0
25.0,84.0,55.0,1,77,0
22.0,69.0,59.0,0,61,0
22.0,43.0,13.0,0,47,1
34.0,56.0,62.0,0,67,0
23.0,46.0,35.0,0,31,0
40.0,80.0,43.0,1,98,0
25.0,72.0,32.0,0,34,0
31.0,41.0,68.0,0,77,0
33.0,69.0,64.0,0,58,0
29.0,70.0,54.0,0,78,0
33.0,68.0,62.0,0,65,0
21.0,49.0,19.0,0,30,0
25.0,81.0,22.0,1,76,0
37.0,81.0,20.0,0,45,1
34.0,44.0,21.0,0,20,0
35.0,51.0,68.0,0,68,0
30.0,41.0,56.0,0,61,0
37.0,90.0,55.0,0,69,0
39.0,95.0,44.0,0,28,0
39.0,56.0,26.0,0,23,0
35.0,70.0,45.0,0,61,0
33.0,71.0,14.0,0,25,0
37.0,83.0,57.0,0,74,0
22.0,94.0,23.0,1,92,0
26.0,81.0,26.0,1,84,0
30.0,88.0,58.0,1,80,0
32.0,74.0,10.0,0,23,0
39.0,68.0,61.0,0,53,0
31.0,54.0,40.0,0,42,0
26.0,61.0,19.0,0,26,0
20.0,62.0,30.0,0,38,0
37.0,51.0,51.0,0,60,0
34.0,63.0,70.0,0,70,0
34.0,43.0,37.0,0,31,0
27.0,65.0,64.0,0,72,0
23.0,43.0,56.0,0,64,0
25.0,43.0,39.0,0,39,0
25.0,48.0,21.0,0,34,0
36.0,40.0,41.0,0,27,0
31.0,48.0,12.0,0,45,1
35.0,56.0,55.0,0,69,0
26.0,49.0,24.0,0,50,1
29.0,61.0,26.0,0,45,1
26.0,75.0,38.0,0,43,0
23.0,46.0,35.0,0,34,0
36.0,88.0,33.0,0,34,0
23.0,46.0,39.0,0,38,0
21.0,76.0,57.0,0,56,0
28.0,59.0,62.0,0,68,0
23.0,79.0,68.0,0,65,0
20.7,76.53,42.43,0,30,0
30.0,78.0,18.0,1,79,0
31.0,65.0,13.0,0,45,1
32.0,45.0,33.0,0,38,0
22.0,56.0,58.0,0,61,0
29.0,77.0,10.0,0,46,1
21.0,85.0,12.0,1,74,0
32.0,42.0,44.0,0,20,0
28.0,76.0,16.0,0,39,1
26.0,85.0,41.0,1,84,0
31.0,57.0,33.0,0,38,0
31.0,49.0,40.0,0,25,0
39.0,72.0,50.0,0,61,0
34.0,44.0,20.0,0,34,0
23.0,83.0,42.0,0,37,0
22.0,65.0,46.0,0,55,0
38.0,78.0,64.0,0,76,0
23.0,83.0,60.0,1,76,0
32.0,65.0,31.0,0,47,0
37.0,88.0,27.0,0,26,0
26.0,78.0,59.0,1,98,0
22.0,63.0,42.0,0,35,0
28.0,74.0,61.0,0,74,0
37.0,66.0,63.0,0,67,0
31.0,76.0,41.0,0,30,0
38.0,53.0,29.0,0,44,1
38.0,62.0,36.0,0,51,0
36.0,46.0,52.0,0,67,0
29.0,61.0,64.0,0,66,0
31.0,44.0,39.0,0,49,0
21.04,72.92,39.04,0,47,0
22.0,51.0,35.0,0,38,0
30.0,49.0,46.0,0,62,0
24.0,79.0,20.0,0,20,0
20.0,55.0,46.0,0,52,0
33.0,93.0,52.0,0,76,0
34.0,87.0,32.0,0,32,0
35.0,88.0,28.0,0,22,0
34.0,91.0,53.0,0,52,0
25.0,46.0,46.0,0,70,0
36.0,51.0,13.0,0,32,0
22.0,91.0,19.0,1,75,0
31.0,56.0,15.0,0,52,1
31.0,40.0,42.0,0,34,0
32.0,44.0,66.0,0,62,0
39.0,47.0,31.0,0,31,0
23.0,61.0,35.0,0,51,0
32.0,82.0,53.0,0,50,0
30.0,93.0,65.0,1,91,0
35.0,87.0,66.0,0,59,0
38.0,40.0,19.0,0,28,0
22.0,43.0,23.0,0,45,1
20.0,95.0,48.0,1,76,0
40.0,79.0,46.0,0,71,0
38.0,56.0,17.0,0,54,1
39.0,55.0,12.0,0,44,1
35.0,90.0,52.0,0,51,0
26.0,83.0,62.0,0,51,0
36.0,56.0,19.0,0,31,0
28.0,46.0,70.0,0,61,0
24.0,70.0,22.0,0,47,1
28.0,88.0,42.0,1,73,0
35.0,61.0,29.0,0,32,1
39.0,52.0,56.0,0,61,0
29.0,70.0,15.0,0,20,0
33.0,49.0,64.0,0,68,0
22.0,62.0,70.0,0,59,0
24.0,48.0,32.0,0,27,1
28.0,42.0,53.0,0,68,0
28.0,78.0,22.0,1,88,0
21.0,63.0,53.0,0,79,0
26.0,62.0,41.0,0,41,0
32.0,68.0,18.0,0,45,1
39.0,51.0,16.0,0,48,1
35.0,70.0,46.0,0,72,0
21.0,85.0,43.0,1,98,0
39.0,65.0,35.0,0,41,0
40.0,61.0,67.0,0,56,0
38.0,89.0,26.0,0,38,1
24.0,47.0,51.0,0,66,0
38.0,47.0,37.0,0,27,0
32.0,94.0,18.0,0,40,1
38.0,85.0,58.0,0,71,0
20.0,88.0,20.0,1,93,0
34.0,40.0,63.0,0,79,0
27.0,82.0,51.0,0,66,0
25.0,79.0,22.0,0,35,1
21.0,63.0,28.0,0,36,1
22.0,76.0,65.0,0,78,0
25.0,62.0,31.0,0,23,1
32.0,47.0,65.0,0,54,0
35.0,45.0,29.0,0,20,0
33.0,89.0,35.0,0,27,0
23.0,78.0,62.0,0,56,0
30.0,56.0,46.0,0,69,0
20.0,52.0,52.0,0,76,0
36.0,80.0,61.0,0,62,0
37.0,68.0,32.0,0,40,0
31.0,86.0,10.0,0,45,1
33.0,58.0,13.0,0,45,1
22.0,47.0,53.0,0,50,0
31.0,48.0,16.0,0,47,1
39.0,87.0,12.0,0,52,1
25.0,85.0,21.0,1,80,0
28.0,47.0,48.0,0,57,0
39.0,64.0,24.0,0,48,1
29.0,91.0,44.0,1,80,0
31.0,63.0,26.0,0,29,0
34.0,43.0,65.0,0,53,0
29.0,64.0,40.0,0,40,0
25.0,58.0,69.0,0,61,0
34.0,54.0,13.0,0,42,1
36.0,61.0,22.0,0,31,1
21.0,61.0,26.0,0,23,0
29.0,83.0,26.0,0,26,0
29.0,68.0,26.0,0,23,0
23.47,56.04,13.14,0,45,1
24.0,46.0,43.0,0,36,0
39.0,68.0,51.0,0,77,0
25.0,65.0,36.0,0,27,0
34.0,89.0,59.0,0,56,0
25.0,47.0,32.0,0,45,1
30.0,64.0,48.0,0,66,0
28.0,58.0,68.0,0,54,0
29.0,86.0,20.0,1,88,0
24.0,49.0,59.0,0,70,0
34.0,92.0,67.0,0,55,0
35.0,49.0,54.0,0,51,0
25.0,49.0,25.0,0,30,0
20.0,55.0,20.0,0,42,1
21.0,81.0,20.0,1,96,0
33.0,85.0,10.0,0,45,1
31.0,60.0,34.0,0,30,0
22.0,67.0,48.0,0,78,0
34.0,91.0,52.0,0,54,0
27.0,81.0,52.0,0,69,0
36.0,41.0,21.0,0,37,1
29.0,82.0,25.0,1,83,0
33.0,89.0,24.0,0,53,1
40.0,91.0,61.0,0,73,0
33.0,48.0,55.0,0,50,0
30.0,46.0,51.0,0,56,0
30.0,76.0,57.0,0,56,0
34.0,88.0,44.0,0,31,0
37.0,81.0,33.0,0,43,0
27.0,60.0,25.0,0,37,1
21.0,63.0,40.0,0,20,0
28.0,42.0,35.0,0,35,0
32.0,61.0,46.0,0,69,0
