K,N,P,soil_moisture,humidity,ph,rainfall,temperature,label
24,25,76,56.17,24.91506728,5.56503533,135.3315583,15.33042636,kidneybeans
17,34,66,33.65,21.27833035,5.889614577,125.084915,18.81097271,kidneybeans
15,20,69,63.14,22.77255917,5.934136378,107.4137246,23.44260668,kidneybeans
16,37,65,14.05,18.97267518,5.683548308,63.59276673,22.8352024,kidneybeans
15,18,74,21.3,22.27512704,5.70836603,146.4727237,24.9035819,kidneybeans
25,4,67,12.93,24.35679348,5.948164454,119.6404412,23.78709569,kidneybeans
25,37,56,11.9,19.60379304,5.774755144,126.7265372,22.05592283,kidneybeans
15,5,59,9.19,20.18238348,5.97229163,134.1811718,18.87492997,kidneybeans
21,11,61,52.7,23.02410338,5.532100554,135.3378033,18.62328774,kidneybeans
20,22,80,29.16,18.86880997,5.669560726,100.118612,23.00884744,kidneybeans
19,12,61,52.41,24.13995025,5.655726817,68.51253427,19.33162606,kidneybeans
21,5,74,55.31,21.35793891,5.591704014,66.97053257,16.24469193,kidneybeans
22,27,69,37.85,24.90814655,5.932323085,69.14681022,17.91652287,kidneybeans
18,31,75,37.57,21.43780702,5.824208309,88.88796102,15.46789263,kidneybeans
20,36,68,11.54,23.77201471,5.86442953,81.83420522,17.06104474,kidneybeans
16,5,65,59.49,18.48522915,5.866744372,109.1013261,21.32776028,kidneybeans
15,32,79,40.3,20.74619325,5.706198621,81.60211243,23.90910104,kidneybeans
22,11,78,53.16,22.74378977,5.940546818,112.6616435,23.89756791,kidneybeans
22,0,55,24.34,20.57940608,5.916779289,143.8584938,22.98666928,kidneybeans
15,14,59,24.6,22.91244883,5.779090476,146.4548645,21.35135729,kidneybeans
23,29,68,41.64,19.27907819,5.82738029,116.7324324,24.1638445,kidneybeans
19,32,68,26.72,18.18325169,5.514234138,149.7441028,24.62835037,kidneybeans
17,17,64,41.51,24.93896255,5.662699104,124.6118471,21.02213209,kidneybeans
19,13,69,50.63,20.01730914,5.86390397,115.199245,17.30844532,kidneybeans
22,14,67,25.58,24.75485098,5.624690248,84.64143632,23.82576704,kidneybeans
20,9,69,61.66,23.96362799,5.591560999,129.3449326,19.30607278,kidneybeans
22,20,73,12.56,22.33195853,5.976312538,130.3900798,16.03768615,kidneybeans
20,40,78,17.25,20.83398341,5.669236258,80.15293435,19.18572809,kidneybeans
23,27,72,23.78,21.79992115,5.961934481,64.02640797,19.92889503,kidneybeans
15,14,67,37.26,24.67385131,5.690065688,139.2921004,19.56376468,kidneybeans
18,7,56,56.46,24.32991649,5.698371311,76.14153904,18.31357543,kidneybeans
18,27,65,48.54,23.22323766,5.59503163,73.36386477,20.10993761,kidneybeans
16,30,63,32.55,21.90539577,5.525904526,100.5978728,23.60506572,kidneybeans
25,37,70,64.7,24.89487354,5.819403771,84.06354115,19.73136909,kidneybeans
19,27,63,30.87,21.1893007,5.562201934,133.1914419,20.93409877,kidneybeans
24,22,60,26.5,20.24768314,5.630664753,104.2570723,18.78226261,kidneybeans
24,3,72,24.75,57.92887167,6.03160778,122.6539694,36.51268371,pigeonpeas
23,40,59,40.77,62.73178224,5.269084669,163.7266551,36.89163721,pigeonpeas
23,33,73,64.38,59.38967583,5.985792703,103.3301803,29.23540524,pigeonpeas
24,27,57,45.72,43.35795962,6.09186275,142.3303677,27.33534897,pigeonpeas
18,10,79,44.02,55.46985938,5.624731338,184.6226709,21.0643684,pigeonpeas
25,30,75,38.48,42.35249879,6.446091759,149.299952,30.33276599,pigeonpeas
20,40,70,51.43,45.03186173,5.623490043,147.0361442,31.80130272,pigeonpeas
19,38,55,12.5,38.23184742,5.864623352,198.8298806,33.18184225,pigeonpeas
20,35,58,41.29,63.47742011,5.761702519,90.05422663,29.38538562,pigeonpeas
21,38,61,29.49,67.38680755,4.696518678,127.7767134,30.27374995,pigeonpeas
24,33,58,58.28,68.75810535,5.269504214,108.6333046,35.45790488,pigeonpeas
17,16,56,17.66,40.03262418,7.445444883,176.6165894,33.80020039,pigeonpeas
17,31,72,61.21,49.47225353,5.833031708,96.36222901,28.69180475,pigeonpeas
20,16,80,9.49,56.67369054,7.339320929,122.0146733,31.24021696,pigeonpeas
17,27,72,57.82,57.23265151,6.347929353,120.7435664,28.98039357,pigeonpeas
19,40,62,31.38,34.13737127,4.697750704,96.51524028,27.32198928,pigeonpeas
16,18,58,57.95,38.80023714,4.962661422,180.382234,21.47607807,pigeonpeas
16,3,68,54.91,34.69776639,4.964887857,107.4721605,18.31910448,pigeonpeas
24,26,67,53.59,37.73992903,5.642813116,161.4812963,36.97794384,pigeonpeas
20,16,70,12.1,40.1242747,5.6093956,121.5639121,24.80467592,pigeonpeas
19,24,63,15.85,55.96805489,4.681576043,194.5921148,19.3479443,pigeonpeas
25,9,76,24.72,50.12323801,5.70951224,179.2155874,28.88302142,pigeonpeas
19,16,55,51.57,47.19188279,6.413543781,192.4372194,19.54314136,pigeonpeas
21,28,75,34.78,50.54621094,6.007508163,114.2821387,24.7741949,pigeonpeas
24,16,71,43.72,38.40975482,4.946369874,139.6483317,18.33124824,pigeonpeas
21,24,70,32.47,45.3733757,5.517208078,132.7748215,19.14729038,pigeonpeas
21,38,72,52.66,49.4421345,5.902103172,186.5008581,28.23416057,pigeonpeas
21,9,66,58.71,34.13307843,5.719889876,157.0858232,30.11812084,pigeonpeas
17,34,56,14.51,35.42910045,4.548202098,139.6702541,33.4126864,pigeonpeas
19,1,76,43.53,46.68746847,6.669529416,177.3377996,24.18553163,pigeonpeas
19,6,69,62.73,41.69617915,4.750929218,94.46748008,26.88630675,pigeonpeas
21,26,73,18.23,57.97429171,4.946263888,161.7820226,31.33170829,pigeonpeas
18,27,61,63.24,67.07780816,5.266227032,108.5090168,33.30711818,pigeonpeas
23,27,71,47.91,46.48714759,7.10959773,150.8712202,23.45379018,pigeonpeas
21,36,61,57.66,39.04468913,5.617008201,168.5948318,34.53823889,pigeonpeas
18,17,73,22.11,34.51086611,5.632353113,197.3752649,19.50112224,pigeonpeas
22,26,72,35.94,37.57792132,4.674941549,91.72084869,28.76794904,pigeonpeas
16,17,64,51.18,32.24914235,7.161797643,180.716828,30.97758716,pigeonpeas
19,14,74,22.39,36.82639309,6.624966131,93.12330644,18.39759147,pigeonpeas
15,39,60,53.85,30.98685456,5.004074624,116.9106908,35.09357419,pigeonpeas
15,6,66,47.4,30.40046769,6.345806011,159.2649827,34.93174223,pigeonpeas
18,8,59,26.83,35.72032498,6.216814453,187.8961851,29.50523036,pigeonpeas
18,2,67,29.65,47.52980027,5.921666758,129.0064612,34.51934775,pigeonpeas
17,1,76,42.54,52.10010827,6.012719118,147.0414824,28.43430726,pigeonpeas
19,16,73,12.87,34.80541039,4.684079249,163.2747473,18.41645629,pigeonpeas
25,23,75,43.57,47.19847683,7.077170002,91.31256412,31.07508973,pigeonpeas
20,32,70,14.12,46.24856523,6.208843215,195.5697875,20.89342749,pigeonpeas
22,28,59,37.0,52.79913039,7.05181629,170.9919828,30.90607799,pigeonpeas
23,5,62,9.77,66.45457122,4.722222454,145.3728801,27.9348279,pigeonpeas
25,36,67,16.38,36.52780776,6.418062652,136.0456753,35.95176642,pigeonpeas
23,1,66,23.79,56.92831399,4.803564468,173.1686574,19.54317155,pigeonpeas
20,24,73,58.88,32.31528909,4.608695247,176.4134092,19.63736208,pigeonpeas
18,17,67,9.05,56.46868874,5.611510977,129.2028653,31.2192752,pigeonpeas
18,5,55,43.86,45.70976142,7.322097972,126.6738117,33.50876355,pigeonpeas
24,5,56,53.44,45.01110015,5.023115055,188.4928637,24.80710166,pigeonpeas
17,37,77,64.47,31.94550613,5.617122801,191.0658531,36.20970524,pigeonpeas
20,13,73,52.51,35.48885969,5.391560418,162.5927723,30.50420876,pigeonpeas
23,6,63,26.56,49.94704718,5.906596905,160.3337447,26.01630259,pigeonpeas
22,16,77,13.6,35.6395615,6.574209678,100.546816,31.48469278,pigeonpeas
20,25,64,38.46,32.45974539,4.807776749,105.0380275,33.15122581,pigeonpeas
24,34,75,33.88,51.29019509,4.760038039,192.3023991,23.50222822,pigeonpeas
23,20,77,46.35,38.83786012,5.180271502,148.2502786,34.87248659,pigeonpeas
25,35,80,50.94,44.93322042,4.895927306,197.1144011,28.09269012,pigeonpeas
24,14,75,53.06,57.3414485,6.436160044,118.3606557,24.54757829,pigeonpeas
21,36,80,31.23,48.41490082,7.066087261,100.4673278,33.64769646,pigeonpeas
18,7,77,50.37,60.54880693,6.655918078,191.0895109,20.5591255,pigeonpeas
25,29,78,42.54,59.33157782,5.982854523,195.787103,19.95991719,pigeonpeas
21,30,60,61.93,62.4901206,5.457871273,182.2688175,28.87667593,pigeonpeas
16,20,74,45.03,43.61444121,4.759490199,159.8938645,36.04353699,pigeonpeas
23,19,57,62.36,47.2879691,7.342409555,141.1250722,23.6734328,pigeonpeas
19,3,60,52.52,40.7192594,4.820788186,100.7791633,25.74679443,pigeonpeas
19,5,77,41.16,66.68832981,6.242052013,175.9303271,31.08564994,pigeonpeas
20,5,68,64.6,61.33186249,5.001038726,139.8710041,18.72987676,pigeonpeas
21,37,73,9.23,63.46513414,5.560224583,189.5208915,29.50304807,pigeonpeas
24,9,59,33.74,39.37252634,4.747352458,137.2279662,20.43517772,pigeonpeas
15,20,72,11.08,56.01334416,7.313517308,134.8596466,36.00415838,pigeonpeas
23,31,56,26.5,35.39454002,5.661826398,174.5723999,31.46846241,pigeonpeas
21,0,70,14.44,56.03021253,4.672437054,101.6073988,36.30049702,pigeonpeas
15,21,74,43.75,67.10604388,6.471862118,153.2504506,29.49096726,pigeonpeas
18,13,67,10.83,34.75591197,5.384762927,177.5764304,30.5753044,pigeonpeas
20,27,74,14.97,59.96669215,5.859813416,91.95792434,24.69487673,pigeonpeas
24,29,72,42.85,36.67847052,6.962386495,162.5931264,23.17409556,pigeonpeas
20,5,68,50.37,33.10695144,6.12166671,155.3705624,19.04380471,pigeonpeas
19,39,57,40.77,45.93248374,6.421748487,165.4113371,29.32379604,pigeonpeas
16,22,62,51.06,54.32342534,4.828936119,180.9009998,34.6455408,pigeonpeas
23,18,55,59.95,56.31006755,6.98571967,136.8274312,21.9989826,pigeonpeas
21,39,77,22.11,60.24218572,4.603563116,159.689339,22.99774444,pigeonpeas
20,13,75,24.6,35.29006485,6.979540061,178.8998611,30.55992394,pigeonpeas
24,27,71,59.88,48.17631461,7.064973419,165.405354,31.46417866,pigeonpeas
22,26,64,27.61,40.58227261,5.16516459,109.1821183,25.95058595,pigeonpeas
16,23,55,56.4,69.69141302,5.111488821,185.2039114,21.01142393,pigeonpeas
19,4,69,9.15,47.70351758,5.374358869,149.063196,19.25100056,pigeonpeas
19,20,67,29.74,50.54495302,5.671419084,180.6465282,19.24462755,pigeonpeas
17,7,74,10.93,62.56532471,5.667419697,96.74706956,22.47253208,pigeonpeas
18,17,64,37.19,58.25799145,6.07938452,124.6028153,36.75087487,pigeonpeas
17,35,71,24.46,66.35375127,6.931924963,198.1403003,29.89286629,pigeonpeas
22,11,72,24.76,44.82294584,6.842744374,172.40168,29.37735586,pigeonpeas
22,20,60,51.27,42.89833235,6.876572503,186.9226052,29.65052947,pigeonpeas
18,10,71,36.01,66.34777265,6.151029296,173.1106982,19.54284889,pigeonpeas
24,33,61,57.94,48.93905624,4.567446499,122.4564203,20.04611791,pigeonpeas
18,3,49,20.91,64.70930606,3.692863601,32.67891866,27.91095209,mothbeans
23,22,59,35.24,51.27868781,4.371745575,36.5037914,27.32220619,mothbeans
25,36,58,48.59,59.3189118,8.399135958,36.92629678,28.66024187,mothbeans
18,4,43,34.41,61.09387478,8.840656256,72.98016599,29.02955344,mothbeans
16,29,54,17.49,54.65030015,8.153022903,32.05025323,27.78031515,mothbeans
22,32,43,13.98,54.1077461,5.270749441,71.6266696,31.99928579,mothbeans
15,14,55,49.0,55.27755933,8.050304395,73.44775287,27.33580911,mothbeans
20,5,35,43.12,53.57014709,9.679240873,66.35634104,28.92952635,mothbeans
24,25,57,48.15,58.59986279,6.974978386,36.94255012,27.65472156,mothbeans
24,11,53,64.88,55.77264351,7.39389918,61.32935611,28.52396666,mothbeans
17,40,49,29.39,45.89239456,6.68727523,53.56783314,31.02215872,mothbeans
25,38,56,28.11,45.38497051,7.88118645,67.43488235,25.74095321,mothbeans
23,27,43,37.9,56.85420099,5.875333778,44.94317432,31.70447482,mothbeans
22,24,38,29.73,58.51663927,8.202706015,34.96933295,24.47876451,mothbeans
21,23,45,31.6,51.79939437,8.985348193,74.44330654,31.46511256,mothbeans
20,29,57,19.16,50.7330069,5.87707519,53.39249517,25.60973447,mothbeans
23,31,35,39.53,47.18283631,7.707595055,68.04039813,30.30260453,mothbeans
25,0,55,50.47,43.6672299,4.524171562,45.78172762,28.17489437,mothbeans
22,7,45,16.63,44.8302551,9.926212291,74.32635105,25.50634557,mothbeans
25,17,58,32.19,43.58788762,6.455592696,32.76742894,31.12896766,mothbeans
17,11,44,62.79,55.59160391,8.016210782,35.1051197,26.34043268,mothbeans
22,22,49,63.06,61.5620517,3.71105919,72.66666443,28.23494706,mothbeans
19,9,51,23.31,49.32609633,5.49091063,48.25207759,27.04453473,mothbeans
15,28,48,52.9,55.25435777,9.254089438,40.89732789,25.16125354,mothbeans
19,26,50,51.27,51.66921088,6.005242945,32.55919573,27.3179125,mothbeans
20,36,56,11.72,49.66474269,7.437078236,31.87416982,25.4123765,mothbeans
18,8,60,51.43,46.01868196,3.808429173,53.1205277,31.21629982,mothbeans
21,24,37,22.45,58.22686794,5.818219385,62.74803826,30.573999,mothbeans
24,22,43,63.22,53.2208266,4.52363558,46.19374559,25.42517036,mothbeans
24,36,43,59.4,43.65305437,3.510404312,41.53749535,27.09400578,mothbeans
24,22,44,18.33,56.32938343,6.030447288,58.99536268,24.30935081,mothbeans
22,17,43,46.93,45.90067655,5.498340808,41.0550915,30.06142622,mothbeans
15,8,45,36.79,60.9835384,4.61136408,33.84110759,28.09568993,mothbeans
23,7,56,47.44,40.00933429,5.545219232,55.50429227,26.33908791,mothbeans
16,36,57,55.05,57.14218792,8.292875734,57.02891698,28.61409059,mothbeans
19,11,45,30.49,44.359648,3.828031463,44.11622138,28.70012137,mothbeans
22,6,36,8.35,59.79236306,8.869532817,42.24783476,24.21610338,mothbeans
20,17,57,17.21,45.20094476,3.793575185,66.1761456,28.50677929,mothbeans
20,4,47,10.57,64.95585424,4.193189124,72.19245835,25.97948991,mothbeans
16,9,49,52.12,41.36561835,7.661537348,55.053805,30.88482722,mothbeans
24,25,51,39.46,61.66852372,9.392694614,65.07981523,25.5042419,mothbeans
21,36,44,35.91,51.33189406,4.516154055,38.48678973,25.12528913,mothbeans
20,21,38,37.77,63.56791363,5.794289715,62.20279647,27.10508014,mothbeans
20,37,57,61.05,44.82069159,7.354286985,70.79934452,31.1006247,mothbeans
18,32,48,61.68,56.40226277,5.993513566,64.16167699,26.45707778,mothbeans
20,29,44,43.74,63.56222995,8.620107545,31.83192392,30.04132304,mothbeans
18,25,51,14.9,54.82130787,9.45949344,50.28438729,27.77799528,mothbeans
24,10,44,37.49,43.02151392,8.0344125,58.27600682,30.99256944,mothbeans
18,23,35,52.7,47.36534833,5.414492777,36.99362831,26.4908332,mothbeans
23,9,60,59.26,57.17377029,6.276004336,64.25520357,31.96987867,mothbeans
21,3,58,46.86,46.82652785,9.160691747,55.60523179,25.36140526,mothbeans
22,22,42,16.48,56.96640758,7.887658711,48.46797044,25.54249137,mothbeans
21,12,39,57.05,62.85948245,8.183844843,70.4713043,28.99319096,mothbeans
22,39,36,8.57,60.50320928,9.072011412,34.03335472,29.34317422,mothbeans
16,32,41,13.43,61.39451307,7.702287236,68.54877876,28.63618921,mothbeans
15,30,41,28.25,44.17085032,5.88509677,52.0810886,24.83206631,mothbeans
22,19,36,46.73,58.55363573,6.16496284,57.04826619,25.44689075,mothbeans
15,4,46,10.65,62.40392519,3.504752314,63.77192383,31.01274943,mothbeans
20,21,39,10.26,52.3003173,7.388007483,60.74583498,27.06179658,mothbeans
25,35,57,59.08,42.26206161,8.340398059,71.1271039,27.0956288,mothbeans
24,22,55,54.89,57.30636014,8.66077954,64.53027638,28.56800579,mothbeans
17,35,51,39.02,49.84213387,3.558822825,40.85534718,28.79929247,mothbeans
17,17,56,29.61,45.41393636,5.9565851,69.66289997,27.94293692,mothbeans
17,28,57,61.51,61.58245338,9.416003106,61.86633917,30.47757686,mothbeans
16,22,36,64.35,50.77148138,8.18422855,64.58559639,30.58139475,mothbeans
19,11,41,36.02,41.81420849,5.131779302,44.13827124,26.85911286,mothbeans
18,38,38,36.84,61.18749126,6.294130313,35.73403813,26.31051759,mothbeans
24,23,37,43.36,44.2252605,7.991902443,33.95825723,28.77833449,mothbeans
20,25,35,40.32,43.35365671,8.923095695,71.90018566,28.90245417,mothbeans
20,40,45,36.73,57.69622912,6.878498176,38.34303462,29.37687468,mothbeans
19,23,58,61.64,58.25204566,5.243634849,59.18953429,24.17093241,mothbeans
23,2,56,38.39,59.79023382,7.550090941,36.91852635,26.65333029,mothbeans
17,3,56,56.81,53.50567601,8.709291688,52.13580529,28.19912143,mothbeans
25,26,51,53.2,52.62741529,7.792508068,55.21606732,28.76488954,mothbeans
20,39,42,58.74,61.25353851,8.055908858,40.82840673,29.3499706,mothbeans
20,27,59,35.04,52.60950014,4.397698806,36.01203025,28.00937423,mothbeans
19,24,45,35.04,48.8246387,5.952384957,34.7426459,26.85851927,mothbeans
17,7,40,17.67,40.92604945,8.532078733,53.78769958,31.2123945,mothbeans
23,15,45,36.42,61.43378674,7.224193642,46.0203959,24.20422636,mothbeans
23,26,52,57.07,49.60384796,4.931890506,52.92929636,29.98835437,mothbeans
16,20,45,32.89,54.61813464,4.626212446,45.43669946,29.93964907,mothbeans
24,34,54,47.26,41.55934359,5.026003659,68.80141783,31.2119298,mothbeans
25,19,51,64.73,48.23991436,3.5253661,43.87801983,26.80474415,mothbeans
21,29,41,51.9,62.84916863,8.86979671,64.56807592,31.49398069,mothbeans
22,20,50,12.88,46.42693735,9.406887533,38.31597852,30.99694676,mothbeans
23,11,40,20.61,63.04749127,5.80428611,50.1978269,29.61253065,mothbeans
15,15,54,57.61,57.03184356,8.35495812,44.86052932,29.97604322,mothbeans
22,35,55,30.03,52.62696801,8.634929739,55.51932414,30.88883074,mothbeans
25,9,59,59.99,60.16299493,7.699200949,35.37493212,30.39321309,mothbeans
18,40,45,33.95,55.20522037,5.261285926,30.92014047,30.43683729,mothbeans
19,35,38,32.58,63.18180319,9.112771682,32.71129281,25.32688786,mothbeans
17,14,58,11.47,59.96664731,4.605700542,33.48919022,30.53684308,mothbeans
18,40,55,9.25,40.5926071,7.115994051,47.95406479,30.38257873,mothbeans
23,18,36,38.32,53.76623369,7.214078621,35.03404425,24.01825377,mothbeans
15,35,52,31.38,61.14754363,9.93509073,65.67591794,28.69841277,mothbeans
22,4,59,11.44,49.00323081,8.914074888,42.44054315,29.33743412,mothbeans
16,22,51,27.04,61.34900107,8.639586199,70.10472076,27.96583691,mothbeans
17,33,47,43.36,48.27531965,8.621514073,63.9187654,24.86803974,mothbeans
17,2,51,58.73,45.96341933,5.838508699,38.53254678,25.87682261,mothbeans
21,16,51,14.46,49.9767522,3.532008668,32.81296548,31.01963639,mothbeans
20,19,55,56.34,87.80507732,7.18530147,54.73367631,27.43329405,mungbean
20,8,54,23.06,80.77275974,7.034214276,38.7976407,28.3340432,mungbean
20,36,55,18.72,84.34262707,6.635968698,55.296354,27.01470397,mungbean
16,10,56,33.59,81.04554836,6.828187499,36.35720652,28.17432665,mungbean
17,22,56,30.85,87.32761241,6.89077995,44.75215854,29.87888063,mungbean
24,9,57,40.54,89.71503316,7.165121109,42.99498978,29.89232778,mungbean
23,34,59,49.91,83.24855855,6.935804256,56.48265193,28.56212158,mungbean
25,31,51,40.81,85.5701901,7.196774236,53.01899249,27.53592929,mungbean
18,0,49,16.78,87.93598094,6.990095452,41.82490236,29.68361658,mungbean
20,21,39,57.6,82.1193047,7.064782138,46.75690086,28.14448546,mungbean
22,28,35,31.11,86.73346018,7.156563094,59.87232071,29.53037621,mungbean
17,17,52,27.15,86.45147631,6.364967184,44.64407105,27.88352946,mungbean
23,24,42,9.89,82.35916228,6.428054409,44.01206619,28.22471276,mungbean
16,28,46,38.01,84.96089355,6.664187809,45.91011391,29.008124,mungbean
21,21,38,25.84,86.45193297,6.637677489,37.54602719,29.75538903,mungbean
25,34,60,32.75,85.16906976,6.79385576,40.77872823,29.78416743,mungbean
22,19,53,11.82,80.4513142,6.852884643,42.83053902,27.8640132,mungbean
15,31,58,13.3,84.96771717,7.121571293,51.52617423,27.11026483,mungbean
24,19,35,53.97,83.64274107,6.883308033,49.11964582,27.11030369,mungbean
17,24,53,28.49,89.07866095,6.421271178,57.65901369,28.95451232,mungbean
20,13,47,45.99,87.93724219,6.54450214,43.1386631,29.21780035,mungbean
16,31,53,28.47,85.81675947,6.452006451,48.54598575,28.7420098,mungbean
23,28,45,56.02,80.29868321,6.489259136,56.76278363,29.65021184,mungbean
21,31,37,13.86,86.404241,6.713410626,37.31236904,27.23924995,mungbean
15,33,60,31.21,81.67085323,6.510840928,56.51103293,28.95172351,mungbean
21,34,45,53.45,82.60629652,6.287380117,37.01110438,28.18837136,mungbean
25,13,57,20.6,86.20681554,6.86308576,50.47333854,28.30041493,mungbean
17,33,57,52.5,88.71782287,6.78415271,57.79863368,27.89636126,mungbean
22,32,57,43.5,87.50436797,6.769415888,44.56598352,28.6899851,mungbean
25,23,59,8.45,88.73100226,6.320768488,56.68833819,27.8262623,mungbean
18,35,41,18.78,81.59200689,6.705008504,59.87065439,28.70562673,mungbean
24,6,48,55.13,84.61431076,6.790736339,48.48319335,28.6362812,mungbean
25,29,36,53.74,88.4393979,7.130278657,48.56690235,28.28511547,mungbean
22,4,36,48.61,86.13316408,7.012740397,43.80041104,27.60887393,mungbean
22,10,59,39.18,86.99495766,7.155685016,36.94616965,28.60901145,mungbean
21,14,48,40.41,84.80084105,6.991242362,53.43228915,29.24598976,mungbean
21,8,50,21.82,89.1148059,6.218923893,50.49913241,28.62911222,mungbean
15,20,40,45.13,88.07505524,7.199495368,45.04467075,29.57329479,mungbean
22,36,43,61.42,87.16679147,6.389882166,58.37249772,27.82684262,mungbean
15,14,57,17.86,83.14796296,6.623438282,40.12044158,29.8757015,mungbean
23,11,60,24.35,88.50229102,7.033012777,51.09802625,27.33684386,mungbean
15,10,59,24.68,89.30428305,6.32400451,58.86687093,29.83040388,mungbean
25,7,60,37.56,82.76020821,6.397636709,56.04995423,28.2753171,mungbean
15,2,47,50.15,85.99127934,6.401455706,58.41394143,29.86860065,mungbean
22,20,45,56.34,89.9939693,6.904587016,54.96121262,29.5888162,mungbean
15,2,39,53.96,82.9116472,6.478557136,49.61865305,28.07219563,mungbean
24,27,40,58.48,89.99615558,7.063022095,52.84626009,27.84026517,mungbean
15,35,48,26.86,87.4512669,6.981758362,55.03723979,27.10818093,mungbean
25,4,59,11.84,81.94268594,6.227134139,54.62243308,27.68515114,mungbean
24,1,48,43.86,85.60472562,6.232836962,59.03629954,29.34594634,mungbean
21,36,43,8.94,84.8593608,7.140437859,52.93031105,28.36319404,mungbean
24,11,46,33.15,89.80650642,6.459252023,56.52558045,27.65280218,mungbean
19,34,47,19.16,85.44815232,6.568795404,53.15223123,27.31372793,mungbean
18,21,44,50.85,86.89934108,7.12851089,50.46746116,27.06909959,mungbean
20,17,58,25.99,85.91625451,6.42937879,39.23831035,28.06642822,mungbean
21,25,40,14.58,81.13903037,6.248900919,44.17580911,27.73329078,mungbean
18,2,38,33.27,89.92908171,6.619891498,45.48591922,27.53632932,mungbean
20,9,48,60.58,84.28187572,6.377568542,56.09542002,29.66461594,mungbean
25,37,49,14.51,85.85384444,6.415459592,41.39081525,29.9145443,mungbean
15,36,38,57.51,87.59810657,6.320662012,57.99524359,28.36363858,mungbean
15,40,58,62.75,87.60890009,6.978400282,43.15411472,29.46416042,mungbean
16,30,44,41.19,82.89166381,6.442335593,50.91511275,29.73013036,mungbean
23,1,59,32.27,87.17649,7.184398832,43.78420984,27.46852989,mungbean
22,9,48,28.88,87.09979549,6.402926221,49.50812624,27.77076285,mungbean
17,14,41,52.35,88.48312598,7.085982325,36.45012824,29.12939524,mungbean
19,35,52,53.25,89.89593328,6.698574085,37.45680611,27.10606808,mungbean
17,31,48,56.21,86.94206817,6.594739424,53.79732545,28.88078945,mungbean
20,4,41,42.23,83.8001509,6.647965508,37.44800463,28.14720892,mungbean
25,30,37,25.05,80.14487166,7.120032489,54.7960127,29.89129144,mungbean
20,9,35,29.89,80.98004661,6.91380932,40.53173216,27.41503453,mungbean
20,20,41,37.12,89.4875022,7.073048264,50.9246554,29.27308605,mungbean
23,37,50,15.48,88.48587386,6.5304707,56.01913159,29.65296893,mungbean
21,34,35,48.98,82.67639542,6.684381357,58.18713162,28.44524991,mungbean
15,14,37,13.07,83.97586797,6.581351374,48.9366954,27.96235681,mungbean
22,23,39,26.57,81.97952224,6.86483915,42.02483277,29.25649321,mungbean
21,5,45,53.54,88.00989267,6.487124217,43.05130077,28.36291385,mungbean
20,22,37,61.22,86.49366929,6.605733068,39.26137642,27.62749466,mungbean
17,40,51,28.44,86.12194568,6.860602782,50.01534317,28.66086349,mungbean
20,27,56,20.44,87.11497805,6.41874299,51.53848218,29.2114218,mungbean
22,31,40,55.37,86.16063492,6.365513634,53.35486977,29.40889385,mungbean
21,38,36,21.13,84.8845732,6.556372966,36.12042927,28.02952623,mungbean
17,6,37,64.84,80.35005927,6.760694228,38.14476781,28.08657178,mungbean
18,6,47,36.42,80.28038146,6.715276663,40.16545979,29.16174608,mungbean
17,24,44,12.26,80.03499648,6.666380512,50.66487502,29.8596912,mungbean
19,25,59,18.44,83.6869203,6.626629798,43.95183726,29.06631494,mungbean
21,32,56,10.81,88.66663953,6.702772465,58.29933073,27.38538997,mungbean
18,8,45,46.43,85.42058715,7.011030515,43.25095608,27.93034941,mungbean
17,19,39,17.74,81.8009244,6.890156495,44.47427436,29.2808618,mungbean
15,39,37,48.74,83.78911515,6.821747052,59.84499208,28.9973145,mungbean
19,33,37,32.37,86.5543196,7.183189922,43.4826194,27.92678579,mungbean
17,26,54,17.52,88.9570454,6.27258822,49.4897245,28.5474135,mungbean
15,21,51,51.98,89.1886954,6.679127482,48.30159325,29.36488409,mungbean
20,22,54,21.03,83.63802195,6.689825155,41.013132,28.56149805,mungbean
16,29,45,36.35,87.91332682,6.583381939,43.12063289,28.43683487,mungbean
21,4,40,12.14,80.45744422,6.725551062,44.30070517,28.79728147,mungbean
22,10,37,53.36,89.12760359,7.069747814,58.52974279,28.7275267,mungbean
19,4,44,28.88,83.52706038,6.921993878,43.25726752,27.95639663,mungbean
17,20,45,32.12,83.69659318,6.770955317,37.2464655,28.17458662,mungbean
23,23,45,28.96,86.69133979,6.983130466,56.12443206,28.77653519,mungbean
21,25,48,45.72,83.48991368,6.267684328,52.55469976,28.438097,mungbean
15,56,79,18.99,63.19915325,7.454532137,71.89090748,29.48439992,blackgram
21,25,62,15.45,68.13999721,7.040056094,67.15096376,26.73433965,blackgram
22,42,61,45.2,62.28814857,7.418650668,70.23207557,26.27274407,blackgram
25,42,73,16.61,67.21113844,6.501869314,73.23573601,34.03679184,blackgram
18,44,58,29.3,65.06601664,6.814410928,72.49507741,28.03644051,blackgram
16,50,55,58.0,65.33538112,7.581442888,62.26242533,28.81460716,blackgram
21,35,72,62.94,64.28791388,7.741418772,66.85510868,34.03619494,blackgram
20,30,64,58.86,61.57072498,6.573531614,68.02199825,33.8642935,blackgram
21,27,64,42.97,68.68401492,7.543804223,73.67166182,32.84213012,blackgram
17,50,74,58.12,63.36085585,6.5408208,73.84949872,27.10053268,blackgram
